100000,94
100000,95
100000,94
100000,93
100000,95
100000,97
100000,92
100000,93
100000,94
100000,94
10000,9
10000,9
10000,9
10000,9
10000,9
10000,9
10000,9
10000,9
10000,9
10000,9
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,424
500000,416
500000,407
500000,398
500000,424
500000,402
500000,403
500000,430
500000,405
500000,404
50000,59
50000,50
50000,51
50000,46
50000,47
50000,47
50000,47
50000,48
50000,46
50000,51
5000,4
5000,4
5000,4
5000,5
5000,5
5000,4
5000,4
5000,4
5000,5
5000,4
