100000,22232
100000,21930
100000,22603
100000,22206
100000,27026
100000,22403
100000,21366
100000,22611
100000,22786
100000,21373
10000,
10000,
10000,
10000,
10000,
10000,
10000,
10000,
10000,
10000,
1000,172
1000,175
1000,170
1000,171
1000,172
1000,170
1000,174
1000,173
1000,173
1000,173
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
50000,3321
50000,3363
50000,3475
50000,3328
50000,3452
50000,3399
50000,3305
50000,3271
50000,3353
50000,3344
5000,809
5000,807
5000,800
5000,802
5000,800
5000,805
5000,811
5000,800
5000,808
5000,805
