100000,91
100000,90
100000,91
100000,87
100000,89
100000,85
100000,88
100000,86
100000,89
100000,88
10000,8
10000,8
10000,8
10000,8
10000,8
10000,8
10000,8
10000,8
10000,8
10000,8
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,382
500000,398
500000,407
500000,411
500000,376
500000,376
500000,397
500000,372
500000,363
500000,400
50000,41
50000,41
50000,42
50000,43
50000,40
50000,41
50000,42
50000,44
50000,41
50000,41
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
