2961077 2147483647
4891079 2147483647
2184456 2147483647
2156659 2147483647
3026507 2147483647
2145968 2147483647
2272126 2147483647
1846610 2147483647
3396855 2147483647
1956944 2147483647
2503914 1279648299
1915890 2147483647
3419949 961728098
2489374 57227256
2042048 183885423
1830787 217938279
1905626 129332640
2242618 1275166007
1788449 1275166007
2119881 489086159
2883243 2147483647
3031639 2147483647
2653593 835386072
1942832 2147483647
2231926 690824787
2180608 542599170
1911186 2147483647
2344827 2147483647
2140836 1858022845
1803417 2147483647
2736130 2147483647
2839194 2147483647
2588162 2147483647
2521448 2147483647
2339267 2147483647
1860723 2147483647
2502631 2147483647
2509474 2147483647
2302917 2147483647
4752519 2147483647
