9140676 1120
12795835 1050
20252838 6048
27529370 7560
25707564 6048
11824633 1848
6854438 532
10870110 728
119139270 100800
113507066 113400
117414968 62696
672886609 476476
150110827 86868
92235985 42120
95689718 59896
308061834 216482
67470542 21348
323871774 204338
1277038958 1313295
653714453 624812
537148378 314732
172041351 113976
994049623 970632
613308421 1029600
499693586 522600
1387391221 3974880
2065132558 3625830
1611497306 3324750
1198224894 1944342
471988449 546996
844249273 2147310
702437927 1231164
25808918 5265
57961656 38940
63281672 24255
87084465 79200
700916334 1241856
110761956 83946
155049802 146950
25778982 6664
