438244132694 -1990981696
92082799799 378653184
4812869488556 824240064
480639229812 -1474247296
9575327188 39150720
3598311879 12368790
23165174938 123789460
449879689814 1855125180
1979925495 4888710
25020935801 121235835
487715425 427998
4960157616 16370420
7210603766 17471078
1605298889 3944424
1107726468 2571720
1711102625 3663532
1775381585 2842662
2133552920 4705201
5844091896 17149960
680417596 726430
45935368225 229764012
86636977359 312153020
73379277770 430848372
691456356413 -946644994
12180047889 39096870
39444708830 164685326
86524715621 251090685
8771929134 35678604
275142612342 1068066576
29593319018 84520231
1743319083 5054660
43342956608088 -1238809792
42296217101 255262560
6041151433 28215684
816109682557 1378090445
156011914867 901558434
46012348082 205904779
167871298388 1040587136
2943381341628 621813184
10612388432559 340323680
