6987453 897985125
6296363 250485140
8065572 118360191
4801282 1225782608
15196290 880524592
4717462 606717607
4377475 1417148325
5736562 1179259975
4471559 48078388
4925302 1940600302
4035351 260207
4908623 575
4059301 2503
4135850 857
3933142 702
5261010 429
4403990 6007
4138416 337033
5017247 216886
3955380 4682
4776905 2387103
5016819 1282579
4800853 220905
4557090 8708621
5087811 65051
5104917 250830
5715180 6653
4934710 495171
3990021 9288
5556093 7744827
5199856 93093531
4069992 42615
4880825 28975379
4586171 61831786
4122166 1665501
5280683 1193103902
5025373 48032583
4524589 40833068
4381752 46776873
4247041 338881
