1303061 197
1088379 394
852742 946
925871 946
1067852 946
922877 512
2006553 128
1650317 197
2731426 6250
1656304 6250
1221808 15250
1747822 7625
1140980 11177
1381322 11177
1406126 4365
1067425 15250
1117032 969
1075977 7625
1621664 12867
1129862 29463
1144829 11530
1548535 9728
1749105 16995
1102920 16995
1991585 29956
1566069 80570
1590872 80570
1412541 52332
2077116 20142
1751243 52332
1417245 35915
1335991 27647
1455307 601
992585 4173
941266 2388
983176 46655
1341978 55295
1090518 12849
1016533 4945
1717030 1562
