3126578 2147483647
5944391 2147483647
2320451 2147483647
2419238 2147483647
5451306 2147483647
3889941 2147483647
2773337 2147483647
2184885 2147483647
4885520 2147483647
4454871 2147483647
3156514 2147483647
4965062 2147483647
2334563 2147483647
2316174 1867600452
2361078 2147483647
2728432 920355958
2694220 2147483647
3154376 1149606906
2059154 2147483647
3249315 1458764120
2882388 2147483647
2713892 2147483647
2637343 2147483647
2911041 2147483647
4533560 2147483647
3264283 2147483647
3591438 2147483647
2802416 2147483647
4734985 2147483647
3369486 2147483647
2807548 2147483647
3112466 2147483647
4228642 2147483647
3227077 2147483647
2886237 2147483647
3575615 2147483647
2346537 2147483647
3682956 2147483647
4431351 2147483647
3381888 2147483647
