13109333 71636311
5645900 11593855
5002707 440722255
5138273 97378353
5038630 57609578
6293797 379539509
6820240 316787
4539984 23732675
3608980 174380900
3718887 97486876
4227369 914
3328438 7639
3339985 2908
5715180 18319
4611830 1182
13072555 11491
4832500 137
6028651 17534
4999286 4328
4384746 220
9244189 733055
6971631 232144
6031645 6120285
4100355 62223
13652882 128282
3392586 3736924
4974482 1372303
5099784 124139
5168210 732940
6305344 1320925
4734995 15431828
5909336 3962843
7442478 20487120
3803562 3860728
4157233 19870482
4560512 402852
3099215 404272
4787169 64637231
3880968 36777153
12294223 20375155
