100000,681
100000,494
100000,547
100000,600
100000,1033
100000,
100000,822
100000,567
100000,613
100000,525
10000,69
10000,59
10000,83
10000,68
10000,70
10000,64
10000,88
10000,81
10000,62
10000,145
1000,15
1000,16
1000,10
1000,11
1000,15
1000,13
1000,18
1000,15
1000,11
1000,16
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
50000,382
50000,281
50000,127
50000,193
50000,140
50000,261
50000,315
50000,195
50000,362
50000,228
5000,35
5000,32
5000,38
5000,45
5000,29
5000,45
5000,51
5000,40
5000,43
5000,55
