100000,123
100000,122
100000,124
100000,125
100000,126
100000,122
100000,123
100000,118
100000,125
100000,122
10000,19
10000,19
10000,18
10000,19
10000,20
10000,18
10000,19
10000,17
10000,18
10000,19
1000,7
1000,7
1000,7
1000,7
1000,7
1000,7
1000,7
1000,6
1000,6
1000,7
500000,561
500000,519
500000,559
500000,559
500000,505
500000,543
500000,547
500000,520
500000,529
500000,530
50000,67
50000,67
50000,67
50000,67
50000,71
50000,67
50000,66
50000,68
50000,64
50000,68
5000,12
5000,11
5000,13
5000,12
5000,12
5000,11
5000,12
5000,12
5000,12
5000,12
