100000,84
100000,87
100000,94
100000,89
100000,89
100000,93
100000,91
100000,89
100000,91
100000,88
10000,9
10000,8
10000,8
10000,9
10000,8
10000,8
10000,9
10000,8
10000,8
10000,8
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,414
500000,404
500000,382
500000,400
500000,406
500000,399
500000,392
500000,403
500000,418
500000,410
50000,44
50000,49
50000,42
50000,41
50000,42
50000,44
50000,43
50000,48
50000,43
50000,44
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
5000,4
