100000,101
100000,101
100000,87
100000,102
100000,102
100000,100
100000,98
100000,101
100000,100
100000,99
10000,10
10000,10
10000,10
10000,10
10000,10
10000,10
10000,10
10000,10
10000,11
10000,10
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,440
500000,450
500000,415
500000,442
500000,445
500000,443
500000,441
500000,444
500000,443
500000,442
50000,65
50000,63
50000,65
50000,64
50000,56
50000,56
50000,52
50000,65
50000,65
50000,58
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
