100000,72
100000,72
100000,73
100000,73
100000,74
100000,72
100000,73
100000,81
100000,72
100000,82
10000,8
10000,8
10000,8
10000,8
10000,8
10000,9
10000,8
10000,9
10000,8
10000,9
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,318
500000,318
500000,320
500000,305
500000,316
500000,310
500000,320
500000,297
500000,328
500000,300
50000,36
50000,38
50000,40
50000,40
50000,35
50000,39
50000,37
50000,37
50000,37
50000,39
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
