100000,91
100000,90
100000,88
100000,92
100000,90
100000,89
100000,89
100000,92
100000,90
100000,88
10000,9
10000,9
10000,10
10000,9
10000,10
10000,9
10000,9
10000,10
10000,9
10000,9
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
1000,1
500000,337
500000,343
500000,349
500000,339
500000,361
500000,338
500000,338
500000,341
500000,342
500000,335
50000,51
50000,45
50000,46
50000,54
50000,52
50000,52
50000,45
50000,54
50000,51
50000,51
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
5000,5
