100000,583
100000,396
100000,623
100000,662
100000,1074
100000,
100000,852
100000,567
100000,620
100000,533
10000,73
10000,61
10000,87
10000,77
10000,75
10000,64
10000,93
10000,86
10000,66
10000,127
1000,17
1000,17
1000,10
1000,13
1000,16
1000,14
1000,20
1000,15
1000,12
1000,18
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
500000,
50000,374
50000,290
50000,133
50000,200
50000,148
50000,175
50000,317
50000,203
50000,364
50000,233
5000,38
5000,34
5000,39
5000,47
5000,31
5000,47
5000,54
5000,42
5000,45
5000,57
